x y
41.9532 -73.4428
41.9543 -73.4472
41.9559 -73.451
41.9577 -73.454
41.9597 -73.4559
41.9619 -73.4568
41.964 -73.4565
41.9659 -73.4551
41.9676 -73.4525
41.9689 -73.449
41.9698 -73.4449
41.9702 -73.4401
41.9702 -73.4351
41.9696 -73.4302
41.9686 -73.4256
41.9672 -73.4217
41.9654 -73.4185
41.9634 -73.4163
41.9613 -73.4153
41.9592 -73.4154
41.9572 -73.4166
41.9554 -73.4189
41.954 -73.4221
41.9529 -73.4261
41.9524 -73.4306
41.9523 -73.4352
41.9527 -73.4401
41.9536 -73.4447
41.9549 -73.4489
41.9566 -73.4522
41.9585 -73.4548
41.9606 -73.4564
41.9627 -73.4568
41.9648 -73.4561
41.9666 -73.4542
41.9681 -73.4513
41.9693 -73.4474
41.97 -73.4431
41.9703 -73.4382
41.97 -73.4331
41.9693 -73.4284
41.9681 -73.424
41.9665 -73.4203
41.9647 -73.4175
41.9626 -73.4158
41.9604 -73.4152
41.9584 -73.4157
41.9565 -73.4174
41.9548 -73.4201
41.9535 -73.4236
41.9526 -73.4279
41.9523 -73.4324
41.9524 -73.4373
41.953 -73.442
41.9541 -73.4464
41.9555 -73.4503
41.9574 -73.4534
41.9594 -73.4556
41.9614 -73.4567
41.9636 -73.4566
41.9656 -73.4554
41.9673 -73.4531
41.9687 -73.4498
41.9697 -73.4457
41.9702 -73.4411
41.9702 -73.4361
41.9697 -73.4311
41.9688 -73.4265
41.9674 -73.4223
41.9657 -73.419
41.9637 -73.4166
41.9617 -73.4154
41.9596 -73.4153
41.9575 -73.4163
41.9557 -73.4184
41.9542 -73.4214
41.9531 -73.4253
41.9524 -73.4298
41.9523 -73.4344
41.9526 -73.4393
41.9534 -73.444
41.9546 -73.4481
41.9563 -73.4517
41.9582 -73.4545
41.9602 -73.4562
41.9623 -73.4568
41.9644 -73.4563
41.9663 -73.4546
41.9679 -73.4519
41.9691 -73.4482
41.9699 -73.4438
41.9703 -73.439
41.9701 -73.434
41.9694 -73.4291
41.9683 -73.4247
41.9668 -73.4208
41.9649 -73.4178
41.9629 -73.416
41.9608 -73.4152
41.9587 -73.4156
41.9568 -73.417
41.9551 -73.4196
41.9537 -73.423
41.9528 -73.4271
41.9523 -73.4316
41.9523 -73.4364
41.9529 -73.4413
41.9538 -73.4456
41.9553 -73.4497
41.957 -73.453
41.959 -73.4553
41.9612 -73.4566
41.9632 -73.4567
41.9652 -73.4557
41.967 -73.4535
41.9685 -73.4504
41.9695 -73.4464
41.9701 -73.4418
41.9702 -73.437
41.9698 -73.4319
41.969 -73.4271
41.9677 -73.423
41.966 -73.4195
41.9641 -73.4169
41.9621 -73.4155
41.9599 -73.4152
41.9579 -73.4161
41.956 -73.418
41.9545 -73.4209
41.9533 -73.4246
41.9525 -73.429
41.9523 -73.4336
41.9525 -73.4384
41.9532 -73.4432
41.9544 -73.4475
41.956 -73.4512
41.9578 -73.4541
41.9599 -73.456
41.962 -73.4568
41.9641 -73.4565
41.966 -73.4549
41.9676 -73.4524
41.969 -73.4489
41.9694 -73.4469
41.9694 -73.4469
41.9694 -73.4469
41.9694 -73.4469
41.9694 -73.4469
41.9694 -73.4469
42.0249 -73.3509
42.0248 -73.3519
42.0246 -73.353
42.0245 -73.354
42.0244 -73.3551
42.0244 -73.3562
42.0243 -73.3573
42.0243 -73.3585
42.0243 -73.3596
42.0243 -73.3607
42.0243 -73.3618
42.0244 -73.3629
42.0244 -73.3641
42.0245 -73.3651
42.0246 -73.3663
42.0248 -73.3674
42.0249 -73.3684
42.0251 -73.3695
42.0253 -73.3705
42.0255 -73.3716
42.0257 -73.3726
42.0259 -73.3735
42.0262 -73.3745
42.0265 -73.3754
42.0267 -73.3763
42.027 -73.3771
42.0273 -73.3779
42.0277 -73.3787
42.028 -73.3795
42.0284 -73.3802
42.0287 -73.3808
42.0291 -73.3814
42.0295 -73.382
42.0299 -73.3825
42.0303 -73.383
42.0307 -73.3835
42.0311 -73.3838
42.0315 -73.3842
42.0319 -73.3844
42.0323 -73.3846
42.0327 -73.3848
42.0332 -73.3849
42.0336 -73.385
42.034 -73.385
42.0344 -73.385
42.0349 -73.3849
42.0353 -73.3847
42.0357 -73.3845
42.0361 -73.3842
42.0365 -73.3839
42.0369 -73.3836
42.0373 -73.3831
42.0376 -73.3827
42.038 -73.3822
42.0384 -73.3816
42.0387 -73.381
42.039 -73.3803
42.0394 -73.3796
42.0397 -73.3788
42.04 -73.378
42.0402 -73.3772
42.0405 -73.3763
42.0407 -73.3754
42.041 -73.3744
42.0412 -73.3735
42.0414 -73.3724
42.0416 -73.3714
42.0417 -73.3703
42.0419 -73.3692
42.042 -73.3682
42.0421 -73.367
42.0422 -73.3658
42.0422 -73.3647
42.0423 -73.3635
42.0423 -73.3624
42.0423 -73.3612
42.0423 -73.36
42.0422 -73.3589
42.0422 -73.3577
42.0421 -73.3565
42.042 -73.3553
42.0419 -73.3542
42.0417 -73.3531
42.0416 -73.352
42.0414 -73.3509
42.0412 -73.3498
42.041 -73.3488
42.0408 -73.3478
42.0405 -73.3468
42.0403 -73.3458
42.04 -73.3449
42.0397 -73.3441
42.0394 -73.3432
42.0391 -73.3424
42.0388 -73.3416
42.0384 -73.3409
42.0381 -73.3403
42.0377 -73.3397
42.0373 -73.3391
42.0369 -73.3386
42.0365 -73.3381
42.0361 -73.3377
42.0357 -73.3373
42.0353 -73.337
42.0347 -73.3366
42.0347 -73.3366
42.0347 -73.3366
42.0347 -73.3366
42.0347 -73.3366
41.9973 -73.3127
41.9973 -73.3257
41.9973 -73.3391
41.9973 -73.3525
41.9973 -73.3655
41.9973 -73.3789
41.9973 -73.3919
41.9973 -73.4053
41.9973 -73.4183
41.9973 -73.4156
41.9973 -73.4022
41.9973 -73.4004
41.9973 -73.3888
41.9973 -73.3758
41.9973 -73.3624
41.9973 -73.349
41.9973 -73.336
41.9973 -73.3226
41.9973 -73.3141
41.9973 -73.3275
41.9973 -73.3342
41.9973 -73.3445
41.9973 -73.3579
41.9973 -73.3709
41.9973 -73.3843
41.9973 -73.3973
41.9973 -73.4107
41.9973 -73.4232
41.9973 -73.4102
41.9973 -73.3968
41.9973 -73.3834
41.9973 -73.3704
41.9973 -73.357
41.9973 -73.3441
41.9973 -73.3306
41.9973 -73.3172
41.9973 -73.3199
41.9973 -73.3329
41.9973 -73.3463
41.9973 -73.3597
41.9973 -73.3727
41.9973 -73.3861
41.9973 -73.3995
41.9973 -73.4125
41.9973 -73.4214
41.9973 -73.408
41.9973 -73.395
41.9973 -73.3816
41.9973 -73.3682
41.9973 -73.3552
41.9973 -73.3418
41.9973 -73.3284
41.9973 -73.3154
41.9973 -73.3217
41.9973 -73.3351
41.9973 -73.3481
41.9973 -73.3615
41.9973 -73.3749
41.9973 -73.3879
41.9973 -73.4013
41.9973 -73.4147
41.9973 -73.4196
41.9973 -73.4062
41.9973 -73.3928
41.9973 -73.3798
41.9973 -73.3664
41.9973 -73.353
41.9973 -73.34
41.9973 -73.3266
41.9973 -73.3132
41.9973 -73.3235
41.9973 -73.3342
41.9973 -73.3396
41.9973 -73.353
41.9973 -73.366
41.9973 -73.3794
41.9973 -73.3928
41.9973 -73.4058
41.9973 -73.4192
41.9973 -73.4147
41.9973 -73.4017
41.9973 -73.3883
41.9973 -73.3749
41.9973 -73.3619
41.9973 -73.3485
41.9973 -73.3351
41.9973 -73.3221
41.9973 -73.315
41.9973 -73.3284
41.9973 -73.3414
41.9973 -73.3548
41.9973 -73.3682
41.9973 -73.3812
41.9973 -73.3946
41.9973 -73.408
41.9973 -73.421
41.9973 -73.4129
41.9973 -73.4004
41.9973 -73.3986
41.9973 -73.3852
41.9973 -73.3722
41.9973 -73.3588
41.9973 -73.3454
41.9973 -73.3324
41.9973 -73.319
41.9973 -73.3181
41.9973 -73.3311
41.9973 -73.3445
41.9973 -73.3579
41.9973 -73.3713
41.9973 -73.3843
41.9973 -73.3977
41.9973 -73.4111
41.9973 -73.4232
41.9973 -73.4098
41.9973 -73.4004
41.9973 -73.3959
41.9973 -73.383
41.9973 -73.3695
41.9973 -73.3561
41.9973 -73.3431
41.9973 -73.3297
41.9973 -73.3163
41.9973 -73.3203
41.9973 -73.3337
41.9973 -73.3369
41.9973 -73.3503
41.9973 -73.3637
41.9973 -73.3767
41.9973 -73.3901
41.9973 -73.4035
41.9973 -73.4165
41.9973 -73.4174
41.9973 -73.404
41.9973 -73.391
41.9973 -73.3776
41.9973 -73.3642
41.9973 -73.3512
41.9973 -73.3378
41.9973 -73.3243
41.9973 -73.3123
41.9973 -73.3257
41.9973 -73.3391
41.9973 -73.3525
41.9973 -73.366
41.9973 -73.3789
41.9973 -73.3924
41.9973 -73.4058
41.9973 -73.4188
41.9973 -73.4152
41.9973 -73.4022
41.9973 -73.3888
41.9973 -73.3754
41.9973 -73.3624
41.9973 -73.349
41.9973 -73.3355
41.9973 -73.3226
41.9527 -73.3465
41.9527 -73.3465
41.9527 -73.3465
41.9609 -73.3325
41.9589 -73.3332
41.9569 -73.3349
41.9552 -73.3376
41.9538 -73.3412
41.9528 -73.3453
41.9523 -73.35
41.9523 -73.3548
41.9528 -73.3594
41.9538 -73.3638
41.9551 -73.3677
41.9569 -73.3708
41.9588 -73.3728
41.9609 -73.3738
41.9631 -73.3737
41.965 -73.3725
41.9669 -73.3701
41.9684 -73.3667
41.9694 -73.3627
41.9701 -73.358
41.9702 -73.353
41.9699 -73.3482
41.9691 -73.3435
41.9678 -73.3394
41.9662 -73.3361
41.9643 -73.3339
41.9622 -73.3327
41.9601 -73.3326
41.9581 -73.3337
41.9562 -73.3359
41.9546 -73.339
41.9534 -73.3428
41.9526 -73.3472
41.9523 -73.352
41.9525 -73.3568
41.9531 -73.3613
41.9543 -73.3655
41.9558 -73.3691
41.9577 -73.3718
41.9597 -73.3734
41.9618 -73.3739
41.9639 -73.3733
41.9658 -73.3716
41.9675 -73.3688
41.9689 -73.3651
41.9698 -73.3608
41.9702 -73.356
41.9702 -73.3509
41.9696 -73.3462
41.9686 -73.3417
41.9672 -73.3379
41.9655 -73.3351
41.9635 -73.3333
41.9614 -73.3325
41.9593 -73.3329
41.9573 -73.3345
41.9555 -73.337
41.954 -73.3404
41.953 -73.3445
41.9524 -73.349
41.9523 -73.3538
41.9527 -73.3585
41.9535 -73.363
41.9548 -73.3669
41.9565 -73.3702
41.9584 -73.3724
41.9605 -73.3737
41.9626 -73.3738
41.9646 -73.3728
41.9665 -73.3707
41.9681 -73.3675
41.9692 -73.3636
41.97 -73.359
41.9703 -73.354
41.97 -73.3492
41.9693 -73.3444
41.9681 -73.3402
41.9666 -73.3368
41.9647 -73.3343
41.9627 -73.3328
41.9606 -73.3326
41.9585 -73.3334
41.9566 -73.3353
41.9549 -73.3382
41.9536 -73.3419
41.9527 -73.3463
41.9523 -73.3508
41.9524 -73.3557
41.953 -73.3604
41.954 -73.3646
41.9554 -73.3683
41.9572 -73.3712
41.9592 -73.373
41.9613 -73.3739
41.9634 -73.3736
41.9654 -73.3721
41.9671 -73.3696
41.9686 -73.366
41.9696 -73.3619
41.9702 -73.3571
41.9702 -73.3521
41.9698 -73.3473
41.9689 -73.3427
41.9675 -73.3387
41.9658 -73.3356
41.964 -73.3336
41.9618 -73.3326
41.9598 -73.3327
41.9577 -73.334
41.9559 -73.3364
41.9544 -73.3395
41.9532 -73.3435
41.9525 -73.3481
41.9523 -73.3527
41.9525 -73.3575
41.9533 -73.3621
41.9545 -73.3662
41.9561 -73.3695
41.958 -73.3721
41.96 -73.3735
41.9622 -73.3739
41.9642 -73.3731
41.9661 -73.3712
41.9678 -73.3682
41.969 -73.3645
41.9699 -73.36
41.9702 -73.355
41.9701 -73.3502
41.9695 -73.3454
41.9684 -73.341
41.9669 -73.3375
41.9651 -73.3347
41.9631 -73.333
41.961 -73.3325
41.9589 -73.3331
41.9569 -73.3349
41.9552 -73.3375
41.9538 -73.3411
41.9528 -73.3453
41.9523 -73.3499
41.9523 -73.3547
41.9528 -73.3594
41.9537 -73.3637
41.9551 -73.3676
41.9568 -73.3707
41.9588 -73.3728
41.9609 -73.3738
41.963 -73.3737
41.965 -73.3724
41.9668 -73.3702
41.9683 -73.3668
41.9694 -73.3627
41.9701 -73.3581
41.9703 -73.3531
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9609 -73.3325
41.9589 -73.3332
41.9569 -73.3349
41.9552 -73.3376
41.9538 -73.3412
41.9528 -73.3453
41.9523 -73.35
41.9523 -73.3548
41.9528 -73.3594
41.9538 -73.3638
41.9551 -73.3677
41.9569 -73.3708
41.9588 -73.3728
41.9609 -73.3738
41.9631 -73.3737
41.965 -73.3725
41.9669 -73.3701
41.9684 -73.3667
41.9695 -73.3625
41.9701 -73.358
41.9702 -73.353
41.9699 -73.348
41.9691 -73.3435
41.9678 -73.3394
41.9662 -73.3361
41.9643 -73.3339
41.9622 -73.3327
41.9601 -73.3326
41.9581 -73.3337
41.9562 -73.3359
41.9546 -73.3389
41.9534 -73.3428
41.9526 -73.3472
41.9523 -73.352
41.9524 -73.3567
41.9531 -73.3613
41.9543 -73.3655
