x y
41.9523 -73.3914
41.9524 -73.3962
41.9529 -73.4009
41.954 -73.4054
41.9554 -73.4091
41.9572 -73.4122
41.9592 -73.4143
41.9613 -73.4153
41.9634 -73.4151
41.9654 -73.4138
41.9672 -73.4114
41.9686 -73.408
41.9696 -73.404
41.9702 -73.3992
41.9702 -73.3942
41.9698 -73.3894
41.9689 -73.3847
41.9675 -73.3806
41.9659 -73.3775
41.9639 -73.3752
41.9618 -73.374
41.9598 -73.374
41.9577 -73.3751
41.9558 -73.3773
41.9543 -73.3804
41.9532 -73.3843
41.9525 -73.3887
41.9523 -73.3933
41.9525 -73.3982
41.9533 -73.4028
41.9546 -73.407
41.9561 -73.4105
41.958 -73.4132
41.9601 -73.4148
